units,activation,dropout,batchnorm,reward
16,tanh,False,False,70.30100226402283
16,tanh,False,False,70.30100226402283
16,tanh,False,False,70.30100226402283
16,tanh,False,False,70.30100226402283
16,tanh,False,False,70.27300000190735
16,tanh,False,False,70.27300000190735
16,tanh,False,False,70.27300000190735
16,tanh,False,False,70.27300000190735
16,tanh,False,False,70.27300000190735
16,tanh,False,False,71.04099988937378
16,tanh,False,False,71.04099988937378
16,tanh,False,False,71.04099988937378
16,sigmoid,False,False,71.04099988937378
16,tanh,False,False,71.04099988937378
16,tanh,False,False,69.73299980163574
16,tanh,False,False,69.73299980163574
16,tanh,False,False,69.73299980163574
16,tanh,False,False,69.73299980163574
16,tanh,False,False,69.73299980163574
16,tanh,False,False,68.0459976196289
16,tanh,False,False,68.0459976196289
16,tanh,False,False,68.0459976196289
16,tanh,False,False,68.0459976196289
16,tanh,False,False,68.0459976196289
16,tanh,False,False,69.2550003528595
16,tanh,False,False,69.2550003528595
16,tanh,False,False,69.2550003528595
16,tanh,False,False,69.2550003528595
16,tanh,False,False,69.2550003528595
16,tanh,False,False,69.9400007724762
16,tanh,False,False,69.9400007724762
16,tanh,False,False,69.9400007724762
16,tanh,False,False,69.9400007724762
16,tanh,False,False,69.9400007724762
16,tanh,False,False,69.72299814224243
16,tanh,False,False,69.72299814224243
16,tanh,False,False,69.72299814224243
16,tanh,False,False,69.72299814224243
16,tanh,False,False,69.72299814224243
16,tanh,False,False,69.76799964904785
16,tanh,False,False,69.76799964904785
16,tanh,False,False,69.76799964904785
16,tanh,False,False,69.76799964904785
16,tanh,False,False,69.76799964904785
512,selu,False,False,62.335002422332764
16,tanh,False,False,62.335002422332764
16,tanh,False,False,62.335002422332764
16,tanh,False,False,62.335002422332764
16,tanh,False,False,62.335002422332764
16,tanh,False,False,71.11999988555908
16,tanh,False,False,71.11999988555908
16,tanh,False,False,71.11999988555908
16,sigmoid,False,False,71.11999988555908
16,tanh,False,False,71.11999988555908
16,tanh,False,False,70.6570029258728
16,tanh,False,False,70.6570029258728
16,tanh,False,False,70.6570029258728
16,tanh,False,False,70.6570029258728
16,tanh,False,False,70.6570029258728
16,tanh,False,False,69.44199800491333
16,tanh,False,False,69.44199800491333
16,tanh,False,False,69.44199800491333
16,tanh,False,False,69.44199800491333
16,tanh,False,False,69.44199800491333
16,tanh,False,False,70.04600167274475
16,tanh,False,False,70.04600167274475
16,tanh,False,False,70.04600167274475
16,tanh,False,False,70.04600167274475
16,tanh,False,False,70.04600167274475
16,tanh,False,False,69.64499950408936
16,tanh,False,False,69.64499950408936
16,tanh,False,False,69.64499950408936
16,tanh,False,False,69.64499950408936
16,tanh,False,False,69.64499950408936
16,tanh,False,False,69.55199837684631
16,tanh,False,False,69.55199837684631
16,tanh,False,False,69.55199837684631
16,tanh,False,False,69.55199837684631
16,tanh,False,False,69.55199837684631
16,tanh,False,False,69.56300139427185
16,tanh,False,False,69.56300139427185
16,tanh,False,False,69.56300139427185
16,tanh,False,False,69.56300139427185
16,tanh,False,False,69.56300139427185
16,tanh,False,False,68.16400289535522
16,tanh,False,False,68.16400289535522
16,tanh,False,False,68.16400289535522
16,tanh,False,False,68.16400289535522
16,tanh,False,False,68.16400289535522
16,tanh,False,False,68.75100135803223
16,tanh,False,False,68.75100135803223
16,tanh,False,False,68.75100135803223
16,tanh,False,False,68.75100135803223
16,tanh,False,False,68.75100135803223
16,tanh,False,False,70.01000046730042
16,tanh,False,False,70.01000046730042
16,tanh,False,False,70.01000046730042
16,tanh,False,False,70.01000046730042
16,tanh,False,False,70.01000046730042
16,tanh,False,False,68.45999956130981
16,tanh,False,False,68.45999956130981
16,tanh,False,False,68.45999956130981
16,tanh,False,False,68.45999956130981
16,tanh,False,False,68.45999956130981
16,tanh,False,False,69.7950005531311
16,tanh,False,False,69.7950005531311
16,tanh,False,False,69.7950005531311
16,tanh,False,False,69.7950005531311
16,tanh,False,False,69.7950005531311
16,tanh,False,False,69.24899816513062
16,tanh,False,False,69.24899816513062
16,tanh,False,False,69.24899816513062
16,tanh,False,False,69.24899816513062
16,tanh,False,False,69.24899816513062
16,tanh,False,False,69.82899904251099
16,tanh,False,False,69.82899904251099
16,tanh,False,False,69.82899904251099
16,tanh,False,False,69.82899904251099
16,tanh,False,False,69.82899904251099
16,tanh,False,False,69.62100267410278
16,tanh,False,False,69.62100267410278
16,tanh,False,False,69.62100267410278
16,tanh,False,False,69.62100267410278
16,tanh,False,False,69.62100267410278
16,tanh,False,False,58.90899896621704
16,tanh,False,False,58.90899896621704
256,selu,False,False,58.90899896621704
16,tanh,False,False,58.90899896621704
16,tanh,False,False,58.90899896621704
16,tanh,False,False,70.1960027217865
16,tanh,False,False,70.1960027217865
16,tanh,False,False,70.1960027217865
16,tanh,False,False,70.1960027217865
16,tanh,False,False,70.1960027217865
16,tanh,False,False,68.15800070762634
16,tanh,False,False,68.15800070762634
16,tanh,False,False,68.15800070762634
16,tanh,False,False,68.15800070762634
16,tanh,False,False,68.15800070762634
16,tanh,False,False,69.27099823951721
16,tanh,False,False,69.27099823951721
16,tanh,False,False,69.27099823951721
16,tanh,False,False,69.27099823951721
16,tanh,False,False,69.27099823951721
16,tanh,False,False,69.8930025100708
16,tanh,False,False,69.8930025100708
16,tanh,False,False,69.8930025100708
16,tanh,False,False,69.8930025100708
16,tanh,False,False,69.8930025100708
16,tanh,False,False,69.78700160980225
16,tanh,False,False,69.78700160980225
16,tanh,False,False,69.78700160980225
16,tanh,False,False,69.78700160980225
16,tanh,False,False,69.78700160980225
16,tanh,False,False,70.20900249481201
16,tanh,False,False,70.20900249481201
16,tanh,False,False,70.20900249481201
16,tanh,False,False,70.20900249481201
16,tanh,False,False,70.20900249481201
16,tanh,False,False,69.37999725341797
16,tanh,False,False,69.37999725341797
16,tanh,False,False,69.37999725341797
16,tanh,False,False,69.37999725341797
16,tanh,False,False,69.37999725341797
16,tanh,False,False,69.00299787521362
16,tanh,False,False,69.00299787521362
16,tanh,False,False,69.00299787521362
16,tanh,False,False,69.00299787521362
16,tanh,False,False,69.00299787521362
16,tanh,False,False,68.72599720954895
16,tanh,False,False,68.72599720954895
16,tanh,False,False,68.72599720954895
16,tanh,False,False,68.72599720954895
16,tanh,False,False,68.72599720954895
16,tanh,False,False,69.08299922943115
16,tanh,False,False,69.08299922943115
16,tanh,False,False,69.08299922943115
16,tanh,False,False,69.08299922943115
16,tanh,False,False,69.08299922943115
16,tanh,False,False,68.89899969100952
16,tanh,False,False,68.89899969100952
16,tanh,False,False,68.89899969100952
16,tanh,False,False,68.89899969100952
16,tanh,False,False,68.89899969100952
16,tanh,False,False,68.53299736976624
16,tanh,False,False,68.53299736976624
16,tanh,False,False,68.53299736976624
16,tanh,False,False,68.53299736976624
16,tanh,False,False,68.53299736976624
16,tanh,False,False,69.34800148010254
16,tanh,False,False,69.34800148010254
16,tanh,False,False,69.34800148010254
16,tanh,False,False,69.34800148010254
16,tanh,False,False,69.34800148010254
16,tanh,False,False,69.44400072097778
16,tanh,False,False,69.44400072097778
16,tanh,False,False,69.44400072097778
16,tanh,False,False,69.44400072097778
16,tanh,False,False,69.44400072097778
16,tanh,False,False,69.90600228309631
16,tanh,False,False,69.90600228309631
16,tanh,False,False,69.90600228309631
16,tanh,False,False,69.90600228309631
16,tanh,False,False,69.90600228309631
16,tanh,False,False,69.77999806404114
16,tanh,False,False,69.77999806404114
16,tanh,False,False,69.77999806404114
16,tanh,False,False,69.77999806404114
16,tanh,False,False,69.77999806404114
256,elu,False,False,65.04600048065186
16,tanh,False,False,65.04600048065186
16,tanh,False,False,65.04600048065186
16,tanh,False,False,65.04600048065186
16,tanh,False,False,65.04600048065186
16,tanh,False,False,70.57899832725525
16,tanh,False,False,70.57899832725525
16,tanh,False,False,70.57899832725525
16,tanh,False,False,70.57899832725525
16,tanh,False,False,70.57899832725525
128,sigmoid,False,False,47.04900085926056
128,selu,False,False,47.04900085926056
256,relu,False,False,47.04900085926056
16,tanh,False,False,47.04900085926056
16,tanh,False,False,47.04900085926056
16,tanh,False,False,69.19500231742859
16,tanh,False,False,69.19500231742859
16,tanh,False,False,69.19500231742859
16,tanh,False,False,69.19500231742859
16,tanh,False,False,69.19500231742859
16,tanh,False,False,69.06999945640564
16,tanh,False,False,69.06999945640564
16,tanh,False,False,69.06999945640564
16,tanh,False,False,69.06999945640564
16,tanh,False,False,69.06999945640564
16,tanh,False,False,70.22500038146973
16,tanh,False,False,70.22500038146973
16,tanh,False,False,70.22500038146973
16,tanh,False,False,70.22500038146973
16,tanh,False,False,70.22500038146973
16,tanh,False,False,68.50200295448303
16,tanh,False,False,68.50200295448303
16,tanh,False,False,68.50200295448303
16,tanh,False,False,68.50200295448303
16,tanh,False,False,68.50200295448303
16,tanh,False,False,68.90000104904175
16,tanh,False,False,68.90000104904175
16,tanh,False,False,68.90000104904175
16,tanh,False,False,68.90000104904175
16,tanh,False,False,68.90000104904175
16,tanh,False,False,69.44900155067444
16,tanh,False,False,69.44900155067444
16,tanh,False,False,69.44900155067444
16,tanh,False,False,69.44900155067444
16,tanh,False,False,69.44900155067444
16,tanh,False,False,69.3149983882904
16,tanh,False,False,69.3149983882904
16,tanh,False,False,69.3149983882904
16,tanh,False,False,69.3149983882904
16,tanh,False,False,69.3149983882904
16,tanh,False,False,69.73699927330017
16,tanh,False,False,69.73699927330017
16,tanh,False,False,69.73699927330017
16,tanh,False,False,69.73699927330017
16,tanh,False,False,69.73699927330017
16,tanh,False,False,70.08500099182129
16,tanh,False,False,70.08500099182129
16,tanh,False,False,70.08500099182129
16,tanh,False,False,70.08500099182129
16,tanh,False,False,70.08500099182129
16,tanh,False,False,70.43399810791016
16,tanh,False,False,70.43399810791016
16,tanh,False,False,70.43399810791016
16,tanh,False,False,70.43399810791016
16,tanh,False,False,70.43399810791016
16,tanh,False,False,67.808997631073
16,selu,False,False,67.808997631073
16,tanh,False,False,67.808997631073
16,tanh,False,False,67.808997631073
16,tanh,False,False,67.808997631073
16,tanh,False,False,69.34000253677368
16,tanh,False,False,69.34000253677368
16,tanh,False,False,69.34000253677368
16,tanh,False,False,69.34000253677368
16,tanh,False,False,69.34000253677368
16,tanh,False,False,68.72400045394897
16,tanh,False,False,68.72400045394897
16,tanh,False,False,68.72400045394897
16,tanh,False,False,68.72400045394897
16,tanh,False,False,68.72400045394897
16,tanh,False,False,69.88999843597412
16,tanh,False,False,69.88999843597412
16,tanh,False,False,69.88999843597412
16,tanh,False,False,69.88999843597412
16,tanh,False,False,69.88999843597412
16,tanh,False,False,70.67000269889832
16,tanh,False,False,70.67000269889832
16,tanh,False,False,70.67000269889832
16,tanh,False,False,70.67000269889832
32,swish,False,False,70.67000269889832
16,tanh,False,False,69.70300078392029
16,tanh,False,False,69.70300078392029
16,tanh,False,False,69.70300078392029
16,tanh,False,False,69.70300078392029
16,tanh,False,False,69.70300078392029
16,tanh,False,False,70.18799781799316
16,tanh,False,False,70.18799781799316
16,tanh,False,False,70.18799781799316
16,tanh,False,False,70.18799781799316
16,tanh,False,False,70.18799781799316
16,tanh,False,False,69.52900290489197
16,tanh,False,False,69.52900290489197
16,tanh,False,False,69.52900290489197
16,tanh,False,False,69.52900290489197
16,tanh,False,False,69.52900290489197
16,tanh,False,False,66.68400168418884
16,tanh,False,False,66.68400168418884
16,tanh,False,False,66.68400168418884
16,tanh,False,False,66.68400168418884
16,tanh,False,False,66.68400168418884
16,tanh,False,False,71.1579978466034
8,sigmoid,False,False,71.1579978466034
16,tanh,False,False,71.1579978466034
16,tanh,False,False,71.1579978466034
16,tanh,False,False,71.1579978466034
16,tanh,False,False,68.34999918937683
16,tanh,False,False,68.34999918937683
16,tanh,False,False,68.34999918937683
16,tanh,False,False,68.34999918937683
16,tanh,False,False,68.34999918937683
16,tanh,False,False,69.89099979400635
16,tanh,False,False,69.89099979400635
16,tanh,False,False,69.89099979400635
16,tanh,False,False,69.89099979400635
16,tanh,False,False,69.89099979400635
16,tanh,False,False,67.33199954032898
16,tanh,False,False,67.33199954032898
16,tanh,False,False,67.33199954032898
16,tanh,False,False,67.33199954032898
16,tanh,False,False,67.33199954032898
16,tanh,True,False,70.44000029563904
16,tanh,True,False,70.44000029563904
16,tanh,True,False,70.44000029563904
16,tanh,True,False,70.44000029563904
16,tanh,False,False,68.66700053215027
16,tanh,False,False,68.66700053215027
16,tanh,False,False,68.66700053215027
16,tanh,False,False,68.66700053215027
16,tanh,False,False,68.66700053215027
16,tanh,False,False,65.72099924087524
16,tanh,False,False,65.72099924087524
16,tanh,False,False,65.72099924087524
64,tanh,False,False,65.72099924087524
16,tanh,False,False,65.72099924087524
16,tanh,False,False,69.56999897956848
16,tanh,False,False,69.56999897956848
16,tanh,False,False,69.56999897956848
16,tanh,False,False,69.56999897956848
16,tanh,False,False,69.56999897956848
16,tanh,False,False,69.53700184822083
16,tanh,False,False,69.53700184822083
16,tanh,False,False,69.53700184822083
16,tanh,False,False,69.53700184822083
16,tanh,False,False,69.53700184822083
16,tanh,False,False,68.95400285720825
16,tanh,False,False,68.95400285720825
16,tanh,False,False,68.95400285720825
16,tanh,False,False,68.95400285720825
16,tanh,False,False,68.95400285720825
16,tanh,False,False,70.09000182151794
16,tanh,False,False,70.09000182151794
16,tanh,False,False,70.09000182151794
16,tanh,False,False,70.09000182151794
16,tanh,False,False,70.09000182151794
16,tanh,False,False,69.65100169181824
16,tanh,False,False,69.65100169181824
16,tanh,False,False,69.65100169181824
16,tanh,False,False,69.65100169181824
16,tanh,False,False,69.65100169181824
16,tanh,False,False,66.5589988231659
128,tanh,False,False,66.5589988231659
16,tanh,False,False,66.5589988231659
16,tanh,False,False,66.5589988231659
16,tanh,False,False,66.5589988231659
16,tanh,False,False,66.28900170326233
16,tanh,False,False,66.28900170326233
16,tanh,False,False,66.28900170326233
16,tanh,False,False,66.28900170326233
16,tanh,False,False,66.28900170326233
16,tanh,False,False,70.61499953269958
16,tanh,False,False,70.61499953269958
16,tanh,False,False,70.61499953269958
64,relu,False,False,70.61499953269958
16,tanh,False,False,70.61499953269958
16,tanh,False,False,68.82100105285645
16,tanh,False,False,68.82100105285645
16,tanh,False,False,68.82100105285645
16,tanh,False,False,68.82100105285645
16,tanh,False,False,68.82100105285645
16,tanh,False,False,68.5159981250763
16,tanh,False,False,68.5159981250763
16,tanh,False,False,68.5159981250763
16,tanh,False,False,68.5159981250763
16,tanh,False,False,68.5159981250763
16,tanh,False,False,69.07200217247009
16,tanh,False,False,69.07200217247009
16,tanh,False,False,69.07200217247009
16,tanh,False,False,69.07200217247009
16,tanh,False,False,69.07200217247009
16,tanh,False,False,68.56200098991394
16,tanh,False,False,68.56200098991394
16,tanh,False,False,68.56200098991394
16,tanh,False,False,68.56200098991394
16,tanh,False,False,68.56200098991394
16,tanh,False,False,69.69799995422363
16,tanh,False,False,69.69799995422363
16,tanh,False,False,69.69799995422363
16,tanh,False,False,69.69799995422363
16,tanh,False,False,69.69799995422363
16,tanh,False,False,68.37400197982788
16,tanh,False,False,68.37400197982788
16,tanh,False,False,68.37400197982788
16,tanh,False,False,68.37400197982788
16,tanh,False,False,68.37400197982788
16,tanh,False,False,70.55699825286865
16,tanh,False,False,70.55699825286865
16,tanh,False,False,70.55699825286865
16,tanh,False,False,70.55699825286865
16,tanh,False,False,70.55699825286865
16,tanh,False,False,56.454998254776
16,tanh,False,False,56.454998254776
16,tanh,False,False,56.454998254776
256,swish,False,False,56.454998254776
16,tanh,False,False,56.454998254776
16,tanh,False,False,68.41199994087219
16,tanh,False,False,68.41199994087219
16,tanh,False,False,68.41199994087219
16,tanh,False,False,68.41199994087219
16,tanh,False,False,68.41199994087219
16,tanh,False,False,69.66500282287598
16,tanh,False,False,69.66500282287598
16,tanh,False,False,69.66500282287598
16,tanh,False,False,69.66500282287598
16,tanh,False,False,69.66500282287598
16,tanh,False,False,69.95300054550171
16,tanh,False,False,69.95300054550171
16,tanh,False,False,69.95300054550171
16,tanh,False,False,69.95300054550171
16,tanh,False,False,69.95300054550171
16,tanh,False,False,69.95800137519836
16,tanh,False,False,69.95800137519836
16,tanh,False,False,69.95800137519836
16,tanh,False,False,69.95800137519836
16,tanh,False,False,69.95800137519836
16,tanh,False,False,65.31999707221985
32,selu,False,False,65.31999707221985
16,tanh,False,False,65.31999707221985
16,tanh,False,False,65.31999707221985
16,tanh,False,False,65.31999707221985
8,selu,False,False,68.92600059509277
16,tanh,False,False,68.92600059509277
16,tanh,False,False,68.92600059509277
16,tanh,False,False,68.92600059509277
16,tanh,False,False,68.92600059509277
16,tanh,False,False,70.41800022125244
16,tanh,False,False,70.41800022125244
16,tanh,False,False,70.41800022125244
16,tanh,False,False,70.41800022125244
16,tanh,False,False,70.41800022125244
16,tanh,False,False,69.3120002746582
16,tanh,False,False,69.3120002746582
16,tanh,False,False,69.3120002746582
16,tanh,False,False,69.3120002746582
16,tanh,False,False,69.3120002746582
16,tanh,False,False,70.81999778747559
16,tanh,False,False,71.07599973678589
16,tanh,False,False,70.70299983024597
16,tanh,False,False,71.02500200271606
16,tanh,False,False,71.02599740028381
16,tanh,False,False,71.02699875831604
16,tanh,False,False,70.59400081634521
16,tanh,False,False,71.20800018310547
16,tanh,False,False,70.89999914169312
16,tanh,False,False,70.79700231552124
16,tanh,False,False,71.08100056648254
16,tanh,False,False,70.71400284767151
16,tanh,False,False,71.10400199890137
16,tanh,False,False,69.73900198936462
8,elu,False,False,69.73900198936462
16,tanh,False,False,69.73900198936462
16,tanh,False,False,69.73900198936462
16,tanh,False,False,69.73900198936462
16,tanh,False,False,71.22600078582764
16,tanh,False,False,70.72200179100037
16,tanh,False,False,71.14999890327454
16,tanh,False,False,71.31800055503845
16,tanh,False,False,70.92599868774414
16,tanh,False,False,70.92499732971191
16,tanh,False,False,70.92900276184082
16,tanh,False,False,70.87500095367432
16,tanh,False,False,70.68399786949158
16,tanh,False,False,70.76200246810913
16,tanh,False,False,70.67400217056274
16,tanh,False,False,70.8109974861145
8,elu,False,False,70.28499841690063
32,tanh,False,False,71.12799882888794
512,tanh,False,False,70.1259970664978
32,elu,False,False,70.49700021743774
256,sigmoid,False,False,72.62600064277649
8,relu,False,False,69.87000107765198
256,tanh,False,False,59.706997871398926
256,elu,False,False,59.706997871398926
16,tanh,False,False,59.706997871398926
256,elu,False,False,70.60099840164185
32,relu,False,False,70.80399990081787
16,elu,False,False,71.06000185012817
8,sigmoid,False,False,70.2180027961731
32,elu,False,False,70.20800113677979
128,elu,False,False,70.61300277709961
16,swish,False,False,71.11799716949463
32,relu,False,False,70.8400011062622
16,tanh,False,True,70.69100141525269
16,tanh,False,True,70.69100141525269
16,tanh,False,True,70.69100141525269
16,tanh,False,True,70.69100141525269
32,sigmoid,False,False,72.35699892044067
32,relu,False,False,71.39700055122375
64,relu,False,False,71.36800289154053
16,relu,False,False,70.67800164222717
512,selu,False,False,65.88799953460693
128,sigmoid,False,False,73.56100082397461
8,selu,False,False,73.56100082397461
256,swish,False,False,71.44700288772583
256,relu,False,False,70.54700255393982
256,selu,False,False,68.36599707603455
16,selu,False,False,69.10300254821777
32,swish,False,False,70.60400247573853
128,relu,False,False,70.60800194740295
16,swish,False,False,70.906001329422
16,selu,False,False,70.52500247955322
64,elu,False,False,68.48700046539307
128,sigmoid,False,False,72.70299792289734
64,relu,False,False,70.35300135612488
512,sigmoid,False,False,73.1220006942749
16,swish,False,False,71.25999927520752
512,swish,False,False,71.25399708747864
32,sigmoid,False,False,72.1090018749237
128,sigmoid,False,False,72.74100184440613
16,swish,False,False,70.67000269889832
128,selu,False,False,69.18299794197083
128,swish,False,False,71.56500220298767
16,relu,False,False,70.22600173950195
512,selu,False,False,69.06300187110901
32,relu,False,False,70.74900269508362
256,relu,False,False,70.5489993095398
128,selu,False,False,70.5489993095398
8,sigmoid,False,False,70.56699991226196
64,elu,False,False,70.0909972190857
256,tanh,False,False,68.0649995803833
32,selu,False,False,68.163001537323
64,tanh,False,False,72.48600125312805
8,elu,False,False,72.48600125312805
64,elu,False,False,70.21600008010864
128,sigmoid,False,False,72.6639986038208
64,selu,False,False,69.01299953460693
512,swish,False,False,70.79899907112122
8,swish,False,False,69.91999745368958
32,selu,False,False,70.35499811172485
8,swish,False,False,71.39300107955933
16,sigmoid,False,False,71.39300107955933
512,swish,False,False,71.17599844932556
64,swish,False,False,71.20599746704102
64,sigmoid,False,False,72.61000275611877
512,selu,False,False,68.51000189781189
512,relu,False,False,71.36200070381165
8,selu,False,False,70.02999782562256
512,sigmoid,False,False,72.8980004787445
16,sigmoid,False,False,70.7859992980957
128,swish,False,False,71.03000283241272
256,relu,False,False,68.95999908447266
8,selu,False,True,71.38100266456604
64,swish,False,True,71.38100266456604
128,elu,False,False,70.97700238227844
32,relu,False,False,70.8299994468689
16,selu,False,False,70.06499767303467
128,elu,False,False,71.03300094604492
64,sigmoid,False,False,72.64699935913086
32,swish,False,False,70.87900042533875
8,selu,False,False,70.05199790000916
32,tanh,False,False,70.69600224494934
64,relu,False,False,70.85599899291992
512,elu,False,False,70.01199722290039
512,sigmoid,False,False,72.95500040054321
64,swish,False,False,71.25300168991089
8,tanh,False,False,70.03999948501587
512,swish,False,False,71.09799981117249
128,elu,False,False,69.09000277519226
64,tanh,False,False,71.28599882125854
32,elu,False,False,70.56900262832642
32,tanh,False,False,71.10300064086914
16,sigmoid,False,False,71.84200286865234
512,elu,False,False,67.43500232696533
32,elu,False,False,70.96099853515625
32,sigmoid,False,False,72.07900285720825
8,sigmoid,False,False,70.4200029373169
128,sigmoid,False,False,72.61800169944763
128,selu,False,False,69.80500221252441
8,elu,False,False,69.27199959754944
32,tanh,False,False,72.06599712371826
64,elu,False,False,72.06599712371826
512,elu,False,False,68.83900165557861
64,relu,False,False,71.39599919319153
128,tanh,False,False,70.77299952507019
512,sigmoid,False,False,72.42799997329712
128,tanh,False,False,70.56599855422974
32,swish,False,False,71.00399732589722
128,swish,False,False,71.69899940490723
64,swish,False,False,71.45900130271912
64,sigmoid,False,False,72.68800139427185
128,selu,False,False,68.6169981956482
16,sigmoid,False,False,71.57300114631653
8,sigmoid,False,False,70.57499885559082
512,relu,False,False,71.35300040245056
512,tanh,False,False,70.46599984169006
256,tanh,False,False,69.41800117492676
32,selu,False,False,69.78700160980225
32,elu,False,False,70.6089973449707
8,swish,False,False,70.30900120735168
512,sigmoid,False,False,72.5820004940033
512,relu,False,False,71.11700177192688
8,selu,False,False,70.1390027999878
512,tanh,False,False,69.50299739837646
512,tanh,False,False,68.8730001449585
256,relu,False,False,70.91699838638306
32,sigmoid,False,False,72.41899967193604
32,relu,False,False,70.906001329422
256,relu,False,False,69.86200213432312
64,elu,False,False,69.95900273323059
128,selu,False,False,67.75799989700317
32,sigmoid,False,False,72.3010003566742
64,selu,False,False,68.3709979057312
32,relu,False,False,71.2689995765686
8,selu,False,False,69.47199702262878
256,relu,False,False,71.16900086402893
32,tanh,False,False,72.38900065422058
16,elu,False,False,72.38900065422058
16,relu,False,False,69.67899799346924
16,sigmoid,False,False,71.76499962806702
16,sigmoid,False,False,71.53199911117554
16,sigmoid,False,False,71.49199843406677
128,selu,False,False,67.92399883270264
32,selu,False,False,67.92399883270264
64,sigmoid,False,False,72.4370002746582
64,selu,False,False,67.80499815940857
64,relu,False,False,71.0290014743805
16,tanh,False,False,71.01699709892273
128,selu,False,False,69.4890022277832
512,selu,False,False,66.92699790000916
16,swish,False,False,52.95100212097168
128,sigmoid,False,False,52.95100212097168
512,elu,False,False,52.95100212097168
512,sigmoid,False,False,52.95100212097168
16,selu,False,False,52.95100212097168
16,tanh,False,False,52.95100212097168
128,selu,False,False,52.95100212097168
256,swish,False,False,52.95100212097168
8,relu,False,False,52.95100212097168
256,elu,False,False,52.95100212097168
256,selu,False,False,52.95100212097168
512,swish,False,False,52.95100212097168
32,swish,False,False,52.95100212097168
128,tanh,False,False,52.95100212097168
256,relu,False,False,52.95100212097168
512,elu,False,False,52.95100212097168
128,selu,False,False,52.95100212097168
128,swish,False,False,52.95100212097168
256,selu,False,False,52.95100212097168
16,sigmoid,False,False,52.95100212097168
128,elu,False,False,52.95100212097168
256,relu,False,False,52.95100212097168
16,relu,False,False,52.95100212097168
512,sigmoid,False,False,52.95100212097168
128,swish,False,False,52.95100212097168
128,elu,False,False,70.78400254249573
256,elu,False,False,70.78400254249573
16,relu,False,False,70.78400254249573
8,elu,False,False,70.78400254249573
8,elu,False,False,70.78400254249573
128,sigmoid,False,True,74.22999739646912
64,relu,False,True,74.22999739646912
8,elu,False,True,74.22999739646912
128,elu,False,True,74.22999739646912
16,relu,False,False,69.12199854850769
128,swish,False,False,69.12199854850769
64,relu,False,False,69.12199854850769
8,selu,False,False,69.12199854850769
512,relu,False,False,69.12199854850769
32,selu,False,False,72.01099991798401
8,selu,False,False,72.01099991798401
256,relu,False,False,72.01099991798401
128,sigmoid,True,True,73.05999994277954
512,sigmoid,True,True,73.05999994277954
64,relu,True,True,73.05999994277954
512,relu,False,False,69.72699761390686
256,tanh,False,False,69.72699761390686
32,relu,False,False,69.72699761390686
16,selu,False,False,69.72699761390686
16,elu,False,False,69.72699761390686
64,tanh,True,False,73.01499843597412
512,relu,True,False,73.01499843597412
8,selu,True,False,73.01499843597412
64,selu,True,False,73.01499843597412
64,selu,False,False,60.019999742507935
32,swish,False,False,60.019999742507935
256,tanh,False,False,60.019999742507935
8,tanh,False,False,60.019999742507935
128,relu,False,False,60.019999742507935
64,sigmoid,False,False,72.70600199699402
8,elu,False,False,72.70600199699402
32,tanh,False,False,72.70600199699402
8,sigmoid,False,False,72.70600199699402
128,swish,False,False,72.70600199699402
8,elu,False,False,64.5550012588501
16,elu,False,False,64.5550012588501
512,sigmoid,False,False,64.5550012588501
8,sigmoid,False,False,64.5550012588501
32,tanh,False,False,64.5550012588501
64,relu,False,False,52.95100212097168
8,relu,False,False,52.95100212097168
8,elu,False,False,52.95100212097168
512,swish,False,False,52.95100212097168
32,relu,False,False,52.95100212097168
512,swish,False,False,68.56899857521057
16,sigmoid,False,False,68.56899857521057
16,tanh,False,False,68.56899857521057
32,tanh,False,False,68.56899857521057
64,sigmoid,False,False,68.56899857521057
512,relu,False,False,54.45399880409241
128,selu,False,False,54.45399880409241
256,swish,False,False,54.45399880409241
256,relu,False,False,54.45399880409241
256,relu,False,False,54.45399880409241
512,relu,False,False,52.95100212097168
128,selu,False,False,52.95100212097168
256,swish,False,False,52.95100212097168
128,tanh,False,False,52.95100212097168
256,relu,False,False,52.95100212097168
512,relu,False,False,52.95100212097168
128,selu,False,False,52.95100212097168
256,swish,False,False,52.95100212097168
256,relu,False,False,52.95100212097168
256,relu,False,False,52.95100212097168
512,relu,False,False,52.95100212097168
128,selu,False,False,52.95100212097168
256,swish,False,False,52.95100212097168
256,relu,False,False,52.95100212097168
256,relu,False,False,52.95100212097168
512,relu,False,False,52.95100212097168
128,selu,False,False,52.95100212097168
256,swish,False,False,52.95100212097168
256,relu,False,False,52.95100212097168
256,relu,False,False,52.95100212097168
512,relu,False,False,52.95100212097168
128,selu,False,False,52.95100212097168
256,swish,False,False,52.95100212097168
256,relu,False,False,52.95100212097168
256,relu,False,False,52.95100212097168
512,relu,False,False,52.95100212097168
128,swish,False,False,52.95100212097168
256,swish,False,False,52.95100212097168
64,tanh,False,False,52.95100212097168
256,relu,False,False,52.95100212097168
512,relu,False,False,52.95100212097168
128,selu,False,False,52.95100212097168
256,swish,False,False,52.95100212097168
256,relu,False,False,52.95100212097168
256,relu,False,False,52.95100212097168
512,relu,False,False,52.95100212097168
128,selu,False,False,52.95100212097168
256,swish,False,False,52.95100212097168
256,sigmoid,False,False,52.95100212097168
256,relu,False,False,52.95100212097168
512,relu,False,False,52.95100212097168
128,selu,False,False,52.95100212097168
